abagen-genepc1,aghourian2017-feobv,alarkurtti2015-raclopride,bedard2019-feobv,beliveau2017-az10419369,beliveau2017-cimbi36,beliveau2017-cumi101,beliveau2017-dasb,beliveau2017-sb207145,ding2010-mrb,dubois2015-abp688,dukart2018-flumazenil,dukart2018-fpcit,fazio2016-madam,finnema2016-ucbj,gallezot2010-p943,gallezot2017-gsk189254,hcps1200-megalpha,hcps1200-megbeta,hcps1200-megdelta,hcps1200-meggamma1,hcps1200-meggamma2,hcps1200-megtheta,hcps1200-megtimescale,hcps1200-myelinmap,hcps1200-thickness,hesse2017-methylreboxetine,hillmer2016-flubatine,jaworska2020-fallypride,kaller2017-sch23390,kantonen2020-carfentanil,laurikainen2018-fmpepd2,margulies2016-fcgradient01,margulies2016-fcgradient02,margulies2016-fcgradient03,margulies2016-fcgradient04,margulies2016-fcgradient05,margulies2016-fcgradient06,margulies2016-fcgradient07,margulies2016-fcgradient08,margulies2016-fcgradient09,margulies2016-fcgradient10,mueller2013-intersubjvar,naganawa2020-lsn3172176,neurosynth-cogpc1,norgaard2021-flumazenil,normandin2015-omar,radnakrishnan2018-gsk215083,raichle-cbf,raichle-cbv,raichle-cmr02,raichle-cmruglu,reardon2018-scalinghcp,reardon2018-scalingnih,reardon2018-scalingpnc,rosaneto-abp688,sandiego2015-flb457,sasaki2012-fepe2i,satterthwaite2014-meancbf,savli2012-altanserin,savli2012-dasb,savli2012-p943,savli2012-way100635,smart2019-abp688,smith2017-flb457,sydnor2021-SAaxis,tuominen-feobv,turtonen2020-carfentanil,xu2020-FChomology,xu2020-evoexp
1.9771773,23.030872,20.804857,5.8591843,23.356478,50.79234,17.576271,5.686514,1.7215128,0.07370781,2.381405,78.356476,26.72416,11.840701,4.1251655,1.1601199,16.200855,0.43924186,0.08663233,0.24731478,0.01586426,0.007843604,0.20310315,12.235631,1.4844042,2.0728302,13.488273,9.589833,0.7171452,14.866145,1.4294635,7.956969,-4.4212785,4.442561,-1.1739836,0.7620896,-0.6764448,0.06650362,0.00013809765,-0.21402438,0.2739462,0.14412765,0.55501246,4.523491,0.00043435086,948.6011,1.1448711,0.5643068,6812.539,8176.438,6233.6636,7237.6294,0.91853255,0.81722575,0.69489014,3.4722986,0.71090406,0.0765344,62.413616,69.05213,9.695095,44.834236,22.642153,0.85984355,0.52506334,-1.514373,1.2689294,0.33654502,3.6536846,13.442128
1.9460689,22.514006,21.63784,5.9187803,20.326988,49.8522,16.596668,4.606397,1.6693481,0.13068554,2.2394621,71.12767,24.87635,11.607527,3.860245,1.3139534,15.451137,0.4165443,0.08412239,0.26527706,0.017292446,0.0096228905,0.20714092,12.471009,1.5012252,2.0947614,9.165844,10.166019,0.65765697,9.424888,1.0757726,8.145528,-4.457132,5.059989,-1.2906511,0.54078275,-0.7130441,0.058789577,-0.1976836,-0.14375682,0.124371,0.115360744,0.55417305,4.4375377,0.0008098885,897.67706,1.2183539,0.51369345,5644.185,5313.027,5226.8394,6347.1313,0.9602193,0.8513195,0.9205178,3.4274523,0.6772954,0.10134329,60.601337,54.818172,1.350828,30.347351,16.614634,0.6729056,0.6118696,-1.4387733,1.3037474,0.32064965,3.4623432,3.824499
0.37789375,25.0376,21.205244,6.1923985,21.276382,50.106316,25.30483,3.4714656,2.0043013,0.07220525,2.3278291,63.756123,27.034214,6.143053,3.4410741,0.9573518,16.409939,0.32865095,0.11143448,0.28007045,0.02001125,0.008411489,0.25142142,13.108378,1.3902456,2.4225295,11.233919,10.792186,0.7522501,13.708254,19.7104,9.613374,-2.6724102,2.7411535,0.58470654,-0.98575747,0.28725472,0.18862028,-0.1718234,0.020956181,-0.037866697,-0.15765548,0.6267155,3.7556996,0.0030563376,835.5492,1.2310361,0.45337,6178.946,4091.229,5489.8867,7007.7236,1.034133,1.0976207,1.08916,3.4590914,0.7841124,0.17698258,66.68584,61.1102,3.1231909,43.456215,28.537996,0.83809024,0.71980566,-0.37002364,1.3285652,1.0289737,1.9439251,11.084388
-0.09749633,24.432148,22.170872,6.4720483,21.732567,56.434105,32.274483,3.1022568,2.537543,0.120666124,2.6478322,76.726555,26.026905,8.94166,4.890311,1.1023959,19.176746,0.35332087,0.106448285,0.28011888,0.017955976,0.00882039,0.2333356,13.303577,1.2681022,2.7248125,17.395546,11.918632,1.2469734,16.221125,28.553736,11.930888,6.3475924,-0.11694246,-0.8617462,-0.17377299,-0.4678287,0.1898131,0.07112502,-0.20546636,0.29851535,-0.051127095,0.6246055,4.8809214,-0.0011920008,914.2882,1.4284923,0.6336495,6013.507,4283.506,5303.081,6879.347,0.96814096,1.1983004,1.1903157,4.0256987,1.4001518,0.09112546,67.5555,82.165306,3.9684856,51.27618,36.419636,1.05654,1.2954695,1.345654,1.2880636,1.4207655,0.13312235,57.76664
-0.03361015,27.355211,22.167202,6.4731174,20.376785,55.798355,33.47457,4.3132787,2.3926523,0.075201444,2.5404398,70.98964,27.496153,7.7478356,3.5395055,0.9177082,17.189377,0.31670254,0.11164266,0.28950256,0.020323945,0.010265709,0.2515626,14.014485,1.286542,2.6027083,12.964741,10.424507,1.17546,14.633388,27.603022,10.696149,-2.2744539,0.40927386,1.4858282,-2.0214655,0.66644806,0.53076196,-0.18188834,0.08547938,-0.1063243,-0.23420714,0.6277677,4.034625,0.0036639331,886.73016,1.3516247,0.51743186,5834.9663,4291.3164,5184.553,6367.6665,1.0564802,1.2625713,1.1874434,3.7324286,1.1617866,0.19120996,62.280838,70.29803,5.518556,46.1729,36.30308,0.96824336,0.9559585,0.077175625,1.4199674,1.3110108,1.6213138,10.921383
2.5608282,22.822552,20.608322,5.897422,35.09839,56.105633,9.457825,5.5035353,1.3723432,0.034925804,2.266224,88.478455,28.262865,10.815805,3.757416,1.5148302,16.462818,0.40970963,0.07739327,0.2778867,0.014862544,0.008061524,0.21208635,13.232761,1.5249166,1.9468683,11.823617,9.492842,0.57222176,15.955727,-0.009000001,6.52756,-3.7741036,4.0721917,-0.95108473,0.9305149,-0.5811113,-0.022277346,0.1365613,-0.11479799,0.15605813,0.108953,0.53769094,4.469063,0.00031519402,1101.1775,1.0839618,0.5725579,7082.766,9060.46,6438.217,7472.546,0.82257295,0.73531693,0.55197394,3.4225967,0.51811874,0.0947484,67.54057,78.64782,9.778389,69.02793,15.352813,0.72976905,0.32946864,-1.6669571,1.341526,0.17488185,4.400091,2.3685813
0.56142265,22.66649,19.994602,5.974617,19.542538,46.824913,23.93357,3.1172037,2.0098507,0.068259984,2.2775126,64.708725,24.847069,4.38793,3.9487782,0.899116,16.249094,0.38046798,0.10821724,0.25496706,0.018804997,0.008379885,0.22916284,12.165741,1.3428656,2.3250399,9.821023,10.545341,0.8215765,11.583516,17.417143,9.304704,-1.4390129,1.8474236,1.456999,-1.931552,0.45533723,0.26891705,0.04799798,0.183805,-0.1653454,-0.10620837,0.60773116,4.066583,0.0023595511,814.54333,1.2503492,0.51530766,6087.109,5118.7026,5412.6855,7036.3096,0.9969998,1.0191519,1.0364807,3.4309661,0.83388263,0.12996748,63.116913,61.376854,2.3043807,40.917477,27.643152,0.8303742,0.74619114,-0.68158096,1.2249556,0.9157951,2.3468626,9.044255
1.8287559,22.999798,21.832827,5.8067026,20.57617,49.182823,19.635452,5.176469,1.7934223,0.06092136,2.2979147,72.47171,26.628471,9.67083,3.8220663,1.0184652,14.885939,0.41638157,0.08598013,0.2635216,0.016712978,0.0088442685,0.20855942,13.193255,1.4764652,2.1802287,10.282387,9.506627,0.75021756,13.200954,3.7312446,7.8675575,-4.296798,4.6018157,-1.1178659,0.6325459,-0.60707724,0.06232942,-0.047442276,-0.18334979,0.22316617,0.13140638,0.56568116,4.0673018,0.00048215882,909.29443,1.1748009,0.46794742,6162.56,7306.633,5624.5737,6732.2197,0.9365127,0.8766358,0.8895815,3.4335775,0.74765766,0.08422733,58.365974,60.11719,5.9246407,36.220787,23.095552,0.77445185,0.5879406,-1.4222326,1.2990513,0.4139133,3.3037286,9.368828
2.0673656,21.403196,19.929443,6.0736036,20.667358,50.557087,18.877623,3.828235,1.5193877,0.05887528,2.2539494,73.00003,26.622787,8.266707,3.789132,1.0308305,14.559181,0.3733567,0.08582447,0.29481545,0.019988552,0.0121217035,0.21389312,14.191579,1.4834372,2.231643,12.481285,10.092872,0.6907468,9.795555,1.5162058,7.6183667,-0.93220836,1.752633,0.25751045,0.6924132,-0.38879338,-0.06531127,-0.059672832,0.17006515,-0.33064604,-0.045931667,0.58470136,4.166076,-3.20982e-05,927.25385,1.2297655,0.46129134,5791.813,9537.695,5336.55,6328.664,0.9106357,1.0012087,1.033758,3.4457548,0.7928569,0.12485611,58.12409,68.82615,5.6686497,46.15923,22.02261,0.6435148,0.652616,-1.2911665,1.2190717,0.27473694,2.9765377,5.745809
0.41248125,24.40331,20.77735,6.0357337,21.131603,58.056103,27.531284,3.511515,2.331721,0.06611492,2.4577513,69.35108,26.061522,7.650227,3.928757,0.9557731,17.323147,0.3538406,0.10909158,0.2723533,0.018172422,0.008332791,0.23820935,12.530889,1.3343264,2.4858613,12.535794,10.780509,0.8842738,15.031625,20.435255,10.139453,4.112094,0.42276642,1.3518971,-1.2643933,-0.80249614,-0.571814,0.46713668,0.014836464,0.17949142,-0.09726958,0.63108885,4.224841,-0.00062918913,890.8586,1.2893866,0.5375397,6205.718,3985.7656,5553.0894,7314.595,1.0321437,1.0549197,1.0420424,3.4692252,0.96457064,0.14108393,69.149796,67.582146,3.4315457,46.41723,29.541357,0.8929151,0.8542675,0.22210293,1.1971157,1.0646901,1.5828377,16.925167
0.2138361,24.884335,21.771633,6.3045297,21.73946,56.659622,34.156635,3.691244,2.6241026,0.09759206,2.6418548,76.37445,27.336945,8.142456,4.578349,1.0493442,17.661718,0.36657095,0.094712,0.2819034,0.016179664,0.008289802,0.23234418,13.410063,1.2745123,2.6290586,14.569618,11.120808,1.2623425,15.820758,26.425009,11.414586,4.4535556,0.36546034,-1.5548282,-0.21028684,0.4458756,0.45226008,0.67181987,0.1871029,-0.11533597,-0.03985189,0.6843029,4.7501445,-0.002461674,918.1892,1.3940482,0.61294836,5838.5986,4177.8203,5289.7334,6479.727,1.0148897,1.1805005,1.1891806,3.9823747,1.3159263,0.121893875,67.57817,81.68302,4.4610333,49.794468,39.437664,1.1061212,1.1559882,0.59169924,1.3729514,1.3328671,0.39427727,71.00297
-0.32163334,25.874136,22.31006,6.6128283,20.698397,60.105366,36.15921,3.8769796,2.675164,0.07580327,2.6165757,76.705185,27.663685,8.94954,4.373452,0.9979684,18.34526,0.33382058,0.09764576,0.29388735,0.01812599,0.010207669,0.24631266,15.481549,1.2563546,2.7258384,16.380915,10.873858,1.308391,16.995184,29.338398,11.261288,6.1485558,-0.16953476,-1.5811163,-0.028330417,0.32987383,0.07876652,-0.44961202,-0.27061713,0.28376612,0.22651912,0.6287455,4.557298,-0.0019310951,913.7426,1.4090627,0.6314208,5880.3716,4468.5654,5193.3853,6576.5405,0.98304486,1.2271311,1.169463,3.9570177,1.47815,0.1390651,67.64076,81.82394,6.0068116,52.598907,40.67256,1.0158249,1.2330847,1.3597211,1.4202945,1.4206698,0.8281686,40.40878
-0.13562673,26.497862,21.64,6.6195917,20.107155,58.376083,36.447083,4.180301,2.5682304,0.061076112,2.7308981,75.05247,29.970633,8.465369,4.426565,0.9306688,16.620384,0.3468033,0.09338393,0.29709825,0.017203834,0.009449194,0.23606148,15.631916,1.29115,2.739723,13.50794,10.80478,1.3156413,19.730257,27.625664,10.509043,5.0640316,0.07223473,-2.01333,-0.055181738,0.791917,0.08146095,-0.025541628,-0.005569394,0.016663747,0.1929672,0.6719257,4.363719,-0.0013691165,885.56995,1.3370639,0.5941019,5861.658,4560.392,5209.2344,6361.6626,0.97752184,1.2179474,1.1564327,3.8280737,1.3804412,0.13632272,69.13629,84.96171,7.244547,44.22897,42.81673,1.0845326,1.2127781,0.8075514,1.4402143,1.3588376,0.53826267,38.830112
0.46989018,24.772333,21.02918,6.0408144,18.633263,43.799267,27.034166,3.8420537,1.9451829,0.102270804,2.3394783,64.32905,26.074718,5.8148475,3.9250455,0.865739,16.479233,0.33680132,0.12433105,0.26565692,0.02052639,0.007936004,0.24474834,11.360996,1.3504882,2.3432167,12.649849,10.415085,0.9336477,13.735929,21.399797,9.648466,-4.8994746,-1.6812438,-0.86043066,-1.5252606,-0.5383406,0.74023145,-0.5287905,0.04465513,-0.21987903,0.09984768,0.5933789,3.877997,0.0045197187,794.56244,1.2582103,0.44437173,5874.0176,3879.2698,5243.45,6425.6353,1.0453271,1.1612602,1.0593683,3.35263,0.9258761,0.1237055,57.926167,61.505665,4.256471,36.141685,28.477076,0.88835305,0.82939583,-0.80263263,1.3709004,1.0318768,2.2285686,10.2289915
-0.5765541,26.400528,21.468134,6.8661866,23.215836,58.61204,32.330303,3.9993353,2.2237415,0.13198122,2.62081,75.446495,28.022957,11.911565,3.8168855,1.3848028,20.741142,0.19235575,0.10173758,0.36895198,0.030577784,0.016691506,0.2896854,28.36988,1.2129674,2.5739791,10.329404,11.662451,0.9252405,19.084337,34.462162,12.405739,0.15136658,-0.19509946,2.3951867,-0.046008077,0.6134838,-0.00022390764,0.15618578,-0.1667696,0.21686275,0.34857485,0.6600162,4.3100395,0.00016231548,907.76794,1.458911,0.6239336,6361.846,3524.2273,5420.0522,7188.413,1.1018139,1.1033946,1.261815,3.9670384,1.0566561,0.14125127,72.019936,75.632614,6.768583,54.124886,36.770195,1.013927,0.80235785,1.2072734,1.4846973,1.6947707,2.1072602,9.460865
0.3746789,24.108614,20.650707,6.24883,21.767878,57.94458,32.92903,3.5659795,2.659537,0.12469165,2.5887482,72.09905,24.06281,9.259366,4.801228,1.1376891,18.584719,0.3783695,0.09544797,0.27046525,0.01814045,0.009668624,0.22790816,13.217233,1.2476751,2.6673014,12.274588,11.568447,1.0687712,11.555154,23.625578,11.328287,1.8750583,0.8277542,0.44893587,-0.7216237,0.29321268,0.18433453,0.8509237,0.25204402,-0.13172026,0.099646844,0.6644566,4.8848233,-0.0018307376,930.55524,1.4815879,0.5608514,5491.799,3308.6145,4949.6436,6265.4585,1.1099943,0.9262212,0.9994197,3.9336832,1.130084,0.092015885,66.088295,64.64878,1.0085425,31.271883,27.570457,0.9766701,1.0625982,0.22140673,1.2850103,1.0317838,0.472422,54.075134
0.24355231,26.159384,20.27301,6.232539,18.512117,48.33529,27.798513,3.920787,2.0414112,0.08611709,2.4149098,63.51003,25.093752,8.020866,3.7245283,0.80475664,17.6253,0.340006,0.113269135,0.26846904,0.02121482,0.008561285,0.2484797,12.581348,1.2601147,2.3648267,12.192941,10.160066,0.83970803,14.036316,23.934383,9.720366,-2.9670675,-0.2521591,0.79570097,-0.4378297,0.48962697,0.4597117,0.121389784,-0.103704534,0.16192107,0.03439676,0.6101703,3.8418272,0.0013180493,807.3262,1.2923961,0.44115725,5895.0303,4955.3257,5142.029,6333.462,0.985477,0.9844908,1.0128981,3.5483108,0.77436054,0.11919667,57.836834,56.391823,4.331227,32.05465,28.877735,0.9118797,0.653106,-0.58357227,1.3478515,1.0727898,1.4205967,11.648718
0.15473022,24.589615,20.781904,6.583406,20.470564,54.76369,35.205124,3.8987463,2.379468,0.05649523,2.4827137,74.89856,29.630615,8.4730625,4.074327,0.9475174,14.555071,0.3666338,0.08411606,0.29525587,0.017060878,0.010100262,0.22683313,16.6694,1.3285639,2.6884463,16.431625,10.397499,1.2563384,17.514112,20.21206,9.151195,-3.505996,3.482952,-0.16222791,-1.386968,0.14195478,0.33610436,-0.50978965,0.1639946,-0.32174522,-0.2625722,0.59858745,4.288723,0.0022260353,886.6913,1.2934198,0.59083277,5478.032,6139.0254,5088.041,6160.433,1.0411786,1.21377,1.1636688,3.691614,1.3158184,0.14392555,63.098843,77.593,8.126626,38.224995,39.458405,0.9322429,1.1150204,-0.29196718,1.3536364,1.0574638,1.9181045,19.766853
1.205525,28.674011,20.786312,6.481776,18.626797,39.539097,19.745605,4.62141,1.4525063,0.19060937,2.206676,59.934917,24.76366,7.5026355,3.2293434,0.8685411,16.227587,0.31876028,0.13299988,0.2679731,0.022661239,0.008907654,0.24869783,11.704885,1.5370374,2.22543,16.004671,10.229421,0.7304477,7.7464643,11.627344,8.822353,-5.3656063,-2.8498104,-1.7559005,-0.9640389,-1.1462414,0.2933137,-0.2921272,0.031080524,-0.14992912,0.47364223,0.56180626,3.5962713,0.004695124,792.3781,1.2658129,0.38394898,5945.836,3454.0388,5307.747,6589.5825,0.94507885,0.82682306,0.9836354,3.1822515,0.7772315,0.12024685,57.91247,46.788612,4.6965737,36.95713,20.580269,0.755682,0.62872124,-1.4059256,1.5673243,0.7300551,2.8656957,13.485535
0.55149174,24.305574,21.886063,6.3396535,22.06209,57.46098,30.97343,3.860011,2.5493975,0.123801,2.5316975,74.45273,26.407654,9.403799,4.484312,1.096838,17.299374,0.3859772,0.08810472,0.27780184,0.016907725,0.0091696605,0.22203884,13.63075,1.321735,2.5348756,11.493648,11.129285,0.9905453,12.74974,18.458698,10.719762,-3.3326714,4.0967298,-0.2029821,-0.45864955,0.03988949,0.19717397,-0.10103081,0.025730455,-0.045817547,-0.01702041,0.6166101,4.6162,-6.69482e-05,924.49585,1.3722998,0.5605765,5359.841,3623.0208,4993.5757,6169.4673,1.1077944,1.0407581,1.0281839,3.8152013,1.0899287,0.12570319,66.09199,72.046265,2.9057624,42.19035,34.305645,0.9307174,1.042643,-0.43955892,1.3180712,0.9363949,2.3031003,21.056883
0.012585915,26.458998,22.194128,6.389779,20.402962,55.073696,34.71109,3.6767485,2.3420997,0.13085581,2.6085489,69.71487,27.30444,7.5907407,4.251327,1.089925,18.260101,0.31777027,0.117716774,0.28760123,0.020980466,0.009924458,0.24600677,13.194907,1.2597481,2.6474679,12.597768,11.198219,1.1421516,16.810545,28.716333,11.19492,-2.5303175,0.34907997,1.508547,-1.7175889,0.8123527,0.62452656,-0.22721948,0.013763526,-0.041569483,-0.2560223,0.63751614,4.35616,0.003390544,861.02637,1.3587223,0.5154143,5999.908,4366.837,5189.1104,6380.9634,1.0634992,1.2187462,1.1187142,3.8454235,1.1217507,0.102842815,63.599396,71.30597,4.6903787,43.78185,35.20118,1.0207316,1.0347159,0.06369151,1.4118912,1.3756183,1.519915,9.278042
-0.32003528,27.201796,20.650087,6.4227724,23.513746,58.32991,29.750286,3.5751257,2.1087074,0.06515183,2.4342537,65.97449,23.783646,8.087055,3.260035,1.1055017,20.325344,0.22212619,0.10742341,0.33189136,0.025779553,0.012439551,0.3003399,21.460295,1.2342161,2.8677487,13.352981,10.7735815,0.7945327,11.735551,28.691948,10.405433,4.267518,-0.39169443,-1.4740039,0.040825244,0.9819408,-0.4493206,-0.8722487,-0.24250582,0.16612718,0.38834047,0.6431746,3.6150072,0.000115180774,918.80707,1.3185259,0.49608308,6087.2896,4767.8135,5098.5845,6783.725,1.0440243,1.0879622,1.0448011,3.6736932,0.8632882,0.11111473,64.64466,63.08339,2.7541382,48.985275,31.10246,0.90755635,0.6700413,0.90057254,1.4015439,1.3472056,1.4306911,20.941504
0.37503526,23.66942,20.731941,6.322599,21.82534,58.740036,27.787306,3.0405328,2.3401127,0.08482157,2.4452589,73.38785,25.28577,4.821224,3.6619077,1.0133058,16.9971,0.3683703,0.10910534,0.26605108,0.017687198,0.0078705605,0.23091552,12.086925,1.3270661,2.5227864,14.176235,11.126814,0.95290875,16.48662,20.909666,10.653755,5.150687,0.19922128,0.9640898,-0.8647069,-1.155423,-0.48836014,0.4309408,-0.08351894,0.27452567,-0.10272295,0.62344855,4.217195,-0.0010271718,876.8489,1.3087486,0.55866235,6131.174,3886.178,5405.8037,7087.2744,1.0087017,1.1466868,1.0805186,3.582107,0.9700026,0.14960252,64.71397,75.93655,2.8200135,44.57552,30.938154,0.9099797,0.9574022,0.4122153,1.2267675,1.1387256,0.8192883,21.17959
0.55342305,23.232487,19.966717,5.9285593,19.265867,48.226513,23.607622,3.233727,2.0026925,0.08800791,2.2558813,64.95414,23.645908,4.7212005,3.930687,0.91572297,16.319664,0.3834829,0.1095676,0.2505252,0.019208724,0.008624601,0.22859097,11.983528,1.3689488,2.3070831,10.34785,10.391291,0.8322389,10.97124,17.087633,9.755564,-4.0794263,3.9265707,-0.40523088,-0.9114937,-0.16226968,0.48517355,-0.45060274,0.024939466,-0.13760486,-0.15373993,0.5948538,4.150418,0.0034655062,821.51636,1.266319,0.49986005,5810.9805,4143.103,5226.5312,6741.202,1.0055592,0.88518184,0.9864077,3.3791502,0.8254301,0.11887617,59.33967,60.398453,2.4931164,39.92405,27.155956,0.8408081,0.7302757,-0.8639476,1.2523195,0.8970706,2.9298837,11.580685
0.6365103,25.562323,20.470148,6.493013,21.512424,57.533646,32.603497,4.4306173,2.3705208,0.09934623,2.5600886,76.81663,28.57403,8.969098,4.351243,1.0139917,16.91357,0.38250458,0.08640227,0.28455234,0.015914382,0.008575106,0.22205135,14.414992,1.4264449,2.5678687,16.127405,10.588066,1.1046503,16.923237,18.60242,10.081722,-3.6884727,4.0390697,-1.3134639,0.045255642,-0.020589374,-0.37563905,-0.27607468,0.038436368,-0.10141352,0.008612577,0.6243812,4.5630426,0.0012812124,908.4895,1.2999433,0.58248204,5593.4316,4105.259,5171.7827,6238.99,1.0665115,1.3179057,1.1878884,3.6815078,1.1941085,0.12669809,66.975006,80.49177,5.4274735,44.541573,38.093796,1.0002033,1.0731409,-0.5921446,1.3654158,0.98070717,3.421439,13.843559
-0.03274622,24.551695,23.078938,6.399342,20.47592,59.557243,33.139557,3.3489842,2.6096864,0.1198194,2.571298,70.02692,23.882547,8.117686,4.433014,1.0487865,19.066496,0.330992,0.11408461,0.2757969,0.020164212,0.010806256,0.24815604,13.163982,1.2262377,2.6597126,15.084224,11.327647,1.1935849,13.450118,29.457987,11.806479,3.9742136,0.015597033,1.2991074,-0.57852536,-0.390625,-0.5353432,-0.059368707,-0.21512094,0.32073572,0.2509871,0.64332426,4.7029853,0.00037144672,906.91595,1.5106858,0.62684983,5948.43,4090.0378,5130.023,6625.5386,1.0527582,1.3360027,1.2294644,3.9447236,1.4233814,0.11809294,65.54857,75.65055,3.5604098,53.64864,35.430336,0.99511683,1.2192059,1.0376593,1.3840071,1.3949558,1.252612,25.365314
0.6229787,23.470705,19.966917,6.4897094,17.431372,51.35226,32.401943,4.796643,2.0830681,0.038474753,2.3679879,74.815506,29.850002,8.891649,4.229374,0.7920935,16.192455,0.35308698,0.08322382,0.30648577,0.018570373,0.011458287,0.22717477,17.775843,1.3863641,2.7578502,12.835453,10.194497,1.0255903,18.016834,14.736742,7.861467,-3.6507435,4.888661,-1.1123505,0.0046591964,-0.2594856,-0.071359105,-0.19306323,0.040991217,-0.100632384,-0.009650645,0.57897633,3.957329,-0.0006647621,916.2676,1.3187088,0.46889684,5770.1533,5934.263,5299.3184,6160.8438,0.9812524,1.0179152,1.0285631,3.555369,1.2595775,0.0894257,54.21744,65.12023,5.465555,23.034744,33.482513,0.8305181,0.99775,-0.77853703,1.3279554,0.79595065,2.4370787,12.077029
-0.5765079,28.046423,20.114054,6.9218564,18.076473,55.650528,39.47164,5.3091116,2.5673804,0.036756705,2.5312328,71.62739,29.348679,8.71476,3.6118393,0.791507,16.351906,0.30934832,0.08595696,0.3293969,0.020127214,0.013081657,0.24208894,21.292608,1.2928263,2.9033537,13.834356,9.652995,1.4328573,16.623413,25.316408,9.356624,0.24705784,-0.59933746,-2.1301115,0.04669425,1.2546594,-1.4057294,-0.45030302,0.15607673,-0.22749527,-0.08961841,0.6286936,3.8468041,0.0004309435,914.39276,1.3291023,0.5175554,5480.165,4848.858,4941.5522,5780.585,0.96009415,1.0117418,0.98921514,3.6239035,1.5717024,0.07273792,67.64336,73.61519,8.017702,32.070225,38.971832,0.96512383,1.2117548,0.38429683,1.5289884,1.1994475,2.0072715,11.012998
0.28020513,27.781908,20.848236,6.765415,19.614967,59.59447,27.744919,5.2081594,2.3684783,0.032573096,2.6422796,71.620895,30.266235,11.916449,3.9880047,0.8582857,18.313377,0.34004617,0.101354904,0.28606197,0.020532914,0.009772752,0.2422313,14.431157,1.3934759,2.7411594,13.033508,10.447187,0.8659011,20.861086,22.366179,10.008043,5.736232,-0.11574252,-1.4497902,0.11085493,0.10690543,0.580339,0.40249342,0.012558707,0.027687367,0.014905499,0.59640384,4.0755234,-0.0029794134,928.0135,1.2737755,0.51274556,6612.019,5280.095,5676.023,7365.6235,1.1053785,1.1415831,1.1523838,3.9309132,0.8048766,0.1390689,72.28996,68.94699,9.7497225,39.56991,29.649532,1.024358,0.5907293,0.40943614,1.4464039,1.0092733,0.5436514,42.198368
2.2584825,21.914713,20.289516,5.9859333,24.709146,51.024704,15.612443,4.2810836,1.5340366,0.02381058,2.1814167,77.548645,27.550533,7.4689436,3.8171575,1.0708165,14.843491,0.38512367,0.082154,0.29279009,0.01730364,0.009956677,0.21267194,13.963478,1.4901192,2.0423763,11.856411,10.157895,0.66882956,12.583751,0.30053404,7.10547,-2.798483,3.4017289,-0.489722,0.723194,-0.5286651,-0.01758818,-0.071657605,0.024029152,-0.1102163,0.031395283,0.5577331,4.2633123,-4.591951e-05,978.71356,1.1592399,0.52792233,6457.1147,10403.765,5824.6494,7052.686,0.8744178,0.9138017,0.9535151,3.3187916,0.7459771,0.13134801,60.558693,71.440674,4.5691557,46.95531,17.277401,0.6852218,0.5366385,-1.4168375,1.2666956,0.22645038,3.2531877,5.2186904
-0.17118521,25.18017,22.895315,6.599227,21.892881,57.31786,33.4611,3.1745574,2.6383586,0.11644577,2.6195443,69.983574,26.250994,8.72462,4.609128,1.0910047,17.713842,0.33899638,0.11356591,0.279268,0.01959127,0.00986163,0.23871677,13.355879,1.2495291,2.6927779,12.888865,11.862461,1.2245649,16.758074,30.08958,12.10973,3.253558,-0.028320068,1.697383,-0.31971607,-0.28208143,-0.46189016,0.055668347,-0.1808984,0.2642375,0.46347445,0.6570033,4.355108,0.0008044871,881.98334,1.390777,0.6157602,6065.526,4603.3105,5137.707,6502.3477,0.9624087,1.2327282,1.1372907,3.9671164,1.3157095,0.084501676,68.559235,81.114716,4.2435565,47.324696,38.223076,1.055902,1.3090535,1.0668267,1.3891742,1.5012708,0.4641331,34.241947
1.2172679,28.293943,20.384018,6.579524,18.775719,38.327175,20.892004,4.2623653,1.4201492,0.19933522,2.1976347,60.03361,25.732275,6.116163,3.3223634,0.9324102,16.831285,0.31961772,0.13183218,0.26639506,0.023118246,0.008275971,0.25076082,11.142139,1.5470337,2.2669282,17.963217,10.653566,0.72411543,9.923917,11.382868,8.992902,-5.3521667,-2.8650565,-1.8398482,-0.89084303,-1.1739297,0.19755116,-0.2409117,0.035264835,-0.13887967,0.5014391,0.5637788,3.3684537,0.0034025388,774.5862,1.1986591,0.34224948,6277.6553,3741.5078,5435.6763,6761.9316,0.9341065,0.8299786,0.8401173,3.202539,0.67841065,0.09907837,58.08938,45.484615,4.848174,35.58223,20.246813,0.7455389,0.5799792,-1.5091326,1.5472546,0.76524633,2.640866,10.645947
